country,description,designation,points,price,province,region_1,region_2,variety,winery
France,"
                      Both ripe Mirabelle plum and zesty lime notes appear on the intense, aromatic nose, signalling concentration from the start. The palate continues in this zesty vein with great concentration and a real zing. The lemon notes continue to tingle all the way to the dry, refreshing and pure finish. Drink now through 2040.                      ",Rangen de Thann Volcanique Grand Cru,94,45.0,Alsace,Alsace,,Riesling,Julien Schaal
Argentina,"
                      Pure berry and cassis aromas are concentrated and show no holes. This Uco Valley Malbec feels pure, direct and linear, albeit with slightly scratchy tannins that should dissipate in due time. Blackberry and dry spice flavors finish full and grabby, with muscularity. Drink through 2028.                      ",Old Vine,94,35.0,Mendoza Province,Uco Valley,,Malbec,Luca
US,"
                      This wine's black raspberry, crushed rock, blackberry, smoke and plum aromas are brooding. Its rich but focused cranberry and cherry flavors linger on the finish.                      ",Grand Ciel,91,69.0,Washington,Red Mountain,Columbia Valley,Syrah,DeLille
US,"
                      This wine is 38% Mourvèdre, 38% Grenache, 21% Syrah and 3% Cinsaut. Its reserved blackberry, cherry cordial, herb and spice aromas lead to full-bodied red and black fruit flavors. Give it some time to open up.                      ",Métier,91,38.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,DeLille
France,"
                      This is an intensely perfumed wine, full with apricot, kiwi and tight apple flavors. Still young, this rich, full-bodied wine is concentrated and ripe, demanding time to mature. Drink from 2019.                      ",Le Chêne Fourchu,91,40.0,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine Anthony Girard
France,"
                      Gorgeous white-blossom perfume and hints of sweet spice introduce this full-bodied Viognier. While rich and round on the palate, its pristine gooseberry and white-grapefruit flavors are fresh and invigorating. It's a juicy, vibrant wine to enjoy now–2022.                      ",La Dame Blanche,91,29.0,Rhône Valley,Côtes du Rhône,,Viognier,Domaine de la Charité
France,"
                      Packed with pineapple and yellow fruit that is a concentrated wine cut by juicy acidity. Its fruitiness and ripe character from old vines are well balanced, generous and deliciously ready to drink.                      ",L d'Or Granite Sur Lie,91,23.0,Loire Valley,Muscadet Sèvre et Maine,,Melon de Bourgogne,Domaine Pierre Luneau-Papin
US,"
                      Mineral-driven, earthy and floral, this gorgeous white is elusive in fruit, youthfully demure and full of vigorous acidity. Lightly ripe peach and mango come into play midpalate, with a squeeze of lemon emphasizing the wine's vibrancy on the finish.                      ",Dutton Ranch Shop Block,91,30.0,California,Green Valley,Sonoma,Pinot Blanc,Dutton-Goldfield
US,"
                      This is a blend of 53% Merlot, 45% Cabernet Sauvignon and 2% Malbec. Somewhat lighter in color, the aromas show notes of wet penny, raspberry, wheat, herb stalk, cherry and spice. The flavors are light but juicy, tapering on the finish.                      ",Cuvée B,88,40.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Alleromb
US,"
                      Dried herb and lavender highlight a smooth, rich and round palate of wild strawberry and blueberry in this well-made light-bodied wine.                      ",Estate Grown,88,28.0,California,Russian River Valley,Sonoma,Syrah,Balletto
France,"
                      This small fringe appellation, around the corner of the hill from Santenay, produces accessible wines at good prices. This wine from old vines is rich while also soft and open. It has generous tannins and delicious acidity, red-cherry flavors and just a touch of dryness at the end. Drink this wine from 2020.                      ",La Fuissière Premier Cru,88,23.0,Burgundy,Maranges,,Pinot Noir,Bernard et Florian Regnaudot
US,"
                      This blend of 55% Grenache Blanc, 36% Roussanne and 9% Picpoul starts with broad aromas of Asian pear, tinges of Meyer lemon and tangerine rind and a lot of chalkiness. It's tightly wound on the palate and quite reserved in flavors, until a ripe yellow-pear element starts to come through toward the finish.                      ",Le Cigare Blanc Beeswax Vineyard,88,28.0,California,Central Coast,Central Coast,Rhône-style White Blend,Bonny Doon
Italy,"
                      This blend of Negroamaro and Malvasia Nera offers aromas of dark cherry, bramble berry and leather. Medium in weight, with a grip of fine, sandy tannins, the palate is carried by a core of ripe red- and black-berry flavors.                      ",Pietra,88,16.0,Southern Italy,Salice Salentino,,Red Blends,Cantine Menhir
US,"
                      A brilliant pink in color, this wine tastes crisp and light despite rather full body. It's well balanced and mouthwatering. Good acidity and light cherry and raspberry flavors give it a refreshing aspect.                      ",Zeal,88,22.0,California,Lodi,Central Valley,Rosé,Markus Wine Co
US,"
                      Brambly, wild-berry aromas and generous plum, maple and milk chocolate flavors make a delicious combination in this full-bodied plush-textured wine. It's soothing on the palate and has an almost-sweet finish.                      ",Estate,88,30.0,California,Lake County,Lake County,Zinfandel,Mt. Konocti Winery
New Zealand,"
                      There's a barnyard funk to this wine that blows off after some time in glass. Still, this is a Pinot Noir for those who dig the variety's earthy and savory characters. While bright strawberry and black pepper notes abound, they're riding under soy sauce, mushroom and hay. The palate is light-bodied and savory, backed by soft, sandy tannins and crisp acidity.                      ",,88,22.0,Marlborough,,,Pinot Noir,Opawa
Italy,"
                      This blend of 90% Sangiovese and 10% Cabernet Sauvignon opens with wild berry, blue flower and baking spice scents. On the juicy, enjoyable palate, polished tannins lightly support mature plum, black cherry and toast notes. Drink through 2019.                      ",Collezione Oro Riserva,88,15.0,Tuscany,Chianti,,Red Blends,Piccini
Italy,"
                      This pliant, savory red opens with fruity aromas of crushed red berry and a whiff of dark spice. The bright, supple palate doles out succulent red cherry, crushed raspberry and a hint of clove alongside soft, supple tannins. This is delicious and enjoyable in the near term.                      ",Mario Primo,88,13.0,Tuscany,Chianti,,Red Blends,Piccini
Italy,"
                      Game and black plum aromas lead the nose of this wine while the dense palate offers prune, licorice and toast notes. Assertive, somewhat astringent tannins and the heat of evident alcohol provide the backdrop. Drink 2022–2027.                      ",Brown Label,88,35.0,Central Italy,Montefalco Sagrantino,,Sagrantino,Plani Archi
France,"
                      This producer, unlike most Champagne firms, does not let its wines go through malolactic fermentation, ensuring that the acidity remains intense and fresh. The policy results in crisp, mineral-driven, dry wines like this, which also age well. This prestige cuvée offers great citrus fruit, a strong tight texture and aging potential. Drink from 2020.                      ",Cuvée Paradis Brut,94,125.0,Champagne,Champagne,,Champagne Blend,Alfred Gratien
US,"
                      A rich and spicy take on the grape, this bottling combines dried red plums with juniper, forest moss, spice cake and a fascinating mushroom-laced umami kick on the nose. The palate is taut with raspberry flavors and well integrated exotic Middle Eastern spices. The acidity is lively and the mouthfeel is soft yet grippy on the finish.                      ",Califa,94,60.0,California,Edna Valley,Central Coast,Pinot Noir,Chamisal Vineyards
US,"
                      Thick and concentrated in baked blueberry, cherry and strawberry, this wine has substantial tannin and weight to it, a powerful backbone that's balanced by bubbling, nuanced acidity and mineral earth tones that linger gingerly on the finish.                      ",Red Dog Vineyard,94,60.0,California,Sonoma Mountain,Sonoma,Pinot Noir,Talisman
US,"
                      Golden Delicious apple is the star of the show in this beautifully oaked, aromatic and lushly textured white. Caramel and nutmeg rise on the nose, leading the way to fleshy full-bodied concentration and richness, tamed by bright bursts of quince and Meyer lemon.                      ",Maldonado Vineyard Dijon Clones,94,45.0,California,Napa Valley,Napa,Chardonnay,Venge
Italy,"
                      Made from 100% dried Zibibbo grapes, this iconic dessert wine opens with enticing aromas of apricot jam, acacia honey and tangerine zest. The savory, balanced palate doles out mature fig, date, lemon jam and a touch of bergamot on the long finish.                      ",Ben Ryè,94,40.0,Sicily & Sardinia,Passito di Pantelleria,,Zibibbo,Donnafugata
US,"
                      This wine is bright in acidity, with a wealth of freshness in tones of Meyer lemon and lime. Quenching on the midpalate, it develops more and more complexity in the glass, where a stony texture meets crisp green apple and fennel.                      ",Rued Vineyard,94,55.0,California,Green Valley,Sonoma,Chardonnay,Dutton-Goldfield
US,"
                      Very light on the nose, this bottling offers aromas of wet cement, apple, lime skin and a hint of flint. There is decent acid and texture to the sip, where light flavors of pome fruit and tangy lemon show.                      ",,86,,California,Santa Barbara County,Central Coast,Pinot Grigio,SeaGlass
US,"
                      This is a fruity and fresh-tasting wine that's light to medium in body, very aromatic and has flavors like a fruit salad of apples, melons and peaches with a dash of lemon juice. All that fruitiness verges on sweetness, so dry-wine stalwarts beware.                      ",4B,86,14.0,California,California,California Other,Sauvignon Blanc,Sean Minor
France,"
                      From vineyards located in the east of Corsica, this blend of Vermentino and Chardonnay is floral and crisp, with an attractive perfumed character. The wine is easy, soft and fruity and ready to drink now.                      ",Terra Santa,86,15.0,Ile de Beauté,,,White Blend,Union de Vignerons de l'Île de Beauté
US,"
                      Showing just a trace of copper color, this Sangiovese rosé displays aromas of Muscat gummy and tangerine peel. It drinks dry but the rich fruit flavors give the perception of sweetness.                      ",,86,18.0,Idaho,Eagle Foothills,,Rosé,3 Horse Ranch Vineyards
US,"
                      Cabernet Sauvignon (43%) and Cabernet Franc make up equal percentages of this wine, with the balance Petit Verdot. The aromas provide notes of vanilla, baking spice, fresh herb, cherry, pencil lead, dill and anise, with the oak far out front. The fruit flavors are lighter styled, not seeming fully able to stand up to the oak. Coffee notes linger on the finish.                      ",David's Folly,86,42.0,Washington,Yakima Valley,Columbia Valley,Bordeaux-style Red Blend,Armstrong Family
US,"
                      This wine is intensely earthy and big boned, with a shock of tart acidity. It flourishes in the appellation's herbal mint and pomegranate.                      ",,86,25.0,California,Carneros,Napa-Sonoma,Pinot Noir,Buena Vista
